loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,default_ind
18000,18000,17975,36,12.99,606.41,C1,11,MORTGAGE,60000,1,n,home_improvement,7.02,0,0,45,4,0,5552,72.1,7,0,0,21822.83358,21792.53,18000,3822.83,0,0,0,631.42,0,1,0,0
27000,21500,21475,60,18.39,550.54,E2,11,RENT,73992,1,n,debt_consolidation,10.28,0,0,27,11,0,14562,62.8,23,0,0,22393.25,22367.21,11283.33,9634.11,0,1475.81,265.6458,550.54,0,1,0,1
8500,8500,8500,36,8.49,268.29,A5,2,RENT,27000,1,n,major_purchase,22.44,0,2,,5,0,3961,40.4,10,0,0,5343.26,5343.26,4205.64,878,0,259.62,2.59,268.29,0,1,0,1
7200,7200,7200,36,7.49,223.94,A4,8,RENT,18200,1,n,major_purchase,1.85,0,1,,4,0,554,1.8,5,0,0,8059.668546,8059.67,7200,859.67,0,0,0,236.27,0,1,0,0
35000,25150,25125,60,11.49,552.99,B4,11,MORTGAGE,144000,1,n,major_purchase,2.92,0,0,42,6,0,5074,28.5,29,4271.54,4267.15,28704.98,28676.68,20878.46,7826.52,0,0,0,552.99,0,1,0,0
9000,9000,9000,36,5.99,273.76,A2,11,MORTGAGE,64000,0,n,debt_consolidation,7.44,0,1,40,10,0,371,1.7,29,0,0,9832.902506,9832.9,9000,832.9,0,0,0,277.97,0,1,0,0
15250,15250,15225,60,11.99,339.16,B5,3,RENT,30000,1,n,debt_consolidation,26.08,0,1,,9,0,13404,60.3,25,0,0,4803.06,4795.25,2364.77,1698.19,0,740.1,7.16,339.16,0,1,0,1
24925,24925,24900,60,11.99,554.32,B5,8,MORTGAGE,45000,1,n,small_business,12.27,0,4,,5,0,254,7.3,9,0,0,24240.02,24215.86,14902.11,7422.69,0,1915.22,344.7396,175,0,1,0,1
20000,20000,20000,36,7.49,622.04,A4,2,MORTGAGE,180000,1,n,credit_card,13.26,0,0,48,16,0,22212,45.8,42,0,0,22391.48535,22391.49,20000,2391.49,0,0,0,633.14,0,1,0,0
5000,5000,4900,36,7.49,155.51,A4,7,MORTGAGE,42000,0,n,debt_consolidation,13.6,0,0,,4,0,0,0,15,0,0,5594.645752,5482.68,5000,594.65,0,0,0,180.51,0,1,0,0
6000,6000,6000,36,5.42,180.96,A1,4,MORTGAGE,92259,1,n,major_purchase,9.21,0,0,56,15,0,12316,21.9,25,0,0,6513.814207,6513.81,6000,513.81,0,0,0,187.75,0,1,0,0
3825,3825,3825,36,5.42,115.37,A1,3,RENT,85000,0,n,debt_consolidation,11.37,0,0,,12,0,4217,10.9,16,0,0,3950.55,3950.55,3825,125.55,0,0,0,3146.8,0,1,0,0
5000,5000,4875,36,6.99,154.37,A3,4,RENT,39000,0,n,debt_consolidation,9.17,0,1,,10,0,5040,12.2,18,0,0,5290.15,5157.9,5000,290.15,0,0,0,3445.37,0,1,0,0
25000,25000,25000,60,19.29,652.51,E4,11,RENT,80000,1,n,debt_consolidation,20.19,0,1,,23,0,25942,29.9,32,4879.09,4879.09,33891.49,33891.49,20120.91,13770.58,0,0,0,652.51,0,1,0,0
1000,1000,1000,36,5.99,30.42,A2,2,MORTGAGE,115000,1,n,home_improvement,10.45,0,0,,6,0,4018,53.6,35,0,0,1094.958284,1094.96,1000,94.96,0,0,0,30.84,0,1,0,0
8000,8000,8000,36,13.99,273.39,C3,3,OWN,150000,0,n,debt_consolidation,7.12,0,3,,6,0,10138,92.2,12,0,0,9727.45,9727.45,8000,1727.45,0,0,0,2368.67,0,1,0,0
20000,20000,19925,36,8.49,631.26,A5,5,MORTGAGE,51000,1,n,debt_consolidation,14.78,0,2,,16,0,26847,58.5,30,0,0,22268.06,22184.59,20000,2268.06,0,0,0,9047.57,0,1,0,0
10175,10175,10175,36,12.99,342.79,C1,3,RENT,158000,0,n,debt_consolidation,24.03,0,0,,9,0,57695,94.9,17,0,0,9083.54,9083.54,6622.57,1931.06,17.11073087,512.8,4.966499999,342.79,0,1,0,1
5000,5000,5000,36,11.49,164.86,B4,3,RENT,30000,0,n,debt_consolidation,19.72,0,0,25,6,0,4481,84.5,20,0,0,5658.77,5658.77,5000,658.77,0,0,0,46.55,0,1,0,0
15000,15000,15000,60,21.36,408.85,F4,4,RENT,40000,1,n,debt_consolidation,21.48,0,0,,5,0,5118,98.4,9,0,0,11741.29,11741.29,4411.76,5794.99,0,1534.54,15.2004,408.85,0,1,0,1
14000,14000,14000,36,10.99,458.28,B3,2,MORTGAGE,125000,0,n,home_improvement,17.4,2,0,10,4,0,0,25.33,22,0,0,15889.15,15889.15,14000,1889.15,0,0,0,7652.91,0,1,0,0
7600,7600,7600,60,15.99,184.78,D2,2,RENT,48000,1,n,moving,16.3,0,0,,9,0,3839,75.3,12,1412.89,1412.89,9583.1,9583.1,6187.11,3381.09,14.8977162,0,0,184.78,0,1,0,0
4000,4000,4000,36,10.59,130.18,B2,0,RENT,42000,1,n,other,20.43,0,2,,9,0,306,4.4,13,0,0,4366.23,4366.23,4000,366.23,0,0,0,2940.59,0,1,0,0
5600,5600,5600,36,5.42,168.9,A1,5,OWN,27000,1,n,debt_consolidation,8.44,0,0,,5,0,1379,55.2,13,0,0,5763.51,5763.51,5600,163.51,0,0,0,4754.68,0,1,0,0
2500,2500,2500,36,15.99,87.89,D2,11,MORTGAGE,60000,1,n,debt_consolidation,19.1,0,3,55,7,0,2633,90.8,29,0,0,2823.94,2823.94,2500,323.94,0,0,0,1948.13,0,1,0,0
30000,23100,23075,60,12.99,525.48,C1,8,MORTGAGE,80004,1,n,debt_consolidation,9.06,0,1,,8,0,21747,58,21,4532.14,4527.13,26745.23,26716.45,18567.87,8177.36,0,0,0,552.29,0,1,0,0
6750,6750,6750,36,10.99,220.96,B3,1,MORTGAGE,60000,1,n,other,18.14,0,0,48,6,0,7600,73.8,21,0,0,7948.162716,7948.16,6750,1198.16,0,0,0,245.99,0,1,0,0
6000,6000,6000,36,12.99,202.14,C1,8,MORTGAGE,58000,0,n,credit_card,13.18,1,0,5,11,0,11050,62.4,24,0,0,7215.209345,7215.21,6000,1215.21,0,0,0,1566.31,0,1,0,0
9000,9000,9000,36,11.49,296.75,B4,11,MORTGAGE,35000,1,n,debt_consolidation,6.89,0,0,57,5,0,5355,55.2,17,0,0,10601.28,10601.28,9000,1601.28,0,0,0,2319.61,0,1,0,0
6200,6200,6200,36,8.49,195.7,A5,4,RENT,56000,0,n,debt_consolidation,16.52,0,1,69,8,0,4498,45.9,11,0,0,6804.99,6804.99,6200,604.99,0,0,0,1101.86,0,1,0,0
35000,22600,22600,60,11.49,496.92,B4,3,MORTGAGE,170000,1,n,debt_consolidation,11.04,0,0,56,8,0,3934,27.7,50,3828.68,3828.68,25809.97,25809.97,18771.31,7038.66,0,0,0,496.92,0,1,0,0
3700,3700,3575,36,6.99,114.23,A3,n/a,RENT,48000,0,n,debt_consolidation,10.07,0,1,,4,0,2495,25.7,10,0,0,4111.317239,3972.42,3700,411.32,0,0,0,120.81,0,1,0,0
2000,2000,1975,36,6.99,61.75,A3,8,OWN,56000,0,n,other,23.4,0,0,,13,0,23011,73.1,34,0,0,2222.457572,2194.68,2000,222.46,0,0,0,64.11,0,1,0,0
5000,5000,5000,60,17.49,125.59,D5,7,RENT,29162.92,1,n,debt_consolidation,24.32,0,1,72,8,0,5712,92.1,12,1062.92,1062.92,6383.34,6383.34,3937.08,2446.26,0,0,0,125.59,0,1,0,0
13000,13000,13000,36,5.42,392.08,A1,5,MORTGAGE,102000,1,n,home_improvement,16.06,0,2,,11,0,4164,11.2,24,0,0,13956.92,13956.92,13000,956.92,0,0,0,5342.07,0,1,0,0
6000,6000,6000,36,8.49,189.38,A5,7,MORTGAGE,100000,0,n,credit_card,9.61,0,1,34,9,0,5170,48.8,23,0,0,6596.61,6596.61,6000,596.61,0,0,0,3391.56,0,1,0,0
35000,35000,35000,36,17.49,1256.4,D5,1,MORTGAGE,190000,1,n,credit_card,13.36,1,2,9,11,0,8177,59.3,16,0,0,42069.22,42069.22,35000,7069.22,0,0,0,22002.06,0,1,0,0
20000,20000,19925,36,8.49,631.26,A5,11,MORTGAGE,63000,1,n,debt_consolidation,11.85,0,1,35,11,0,20216,45.4,27,0,0,21653.03,21571.85,20000,1653.03,0,0,0,13470.7,0,1,0,0
35000,35000,34875,36,15.99,1230.33,D2,11,MORTGAGE,97000,1,n,credit_card,20.75,0,0,,8,0,79419,75.6,30,0,0,42674.13,42521.81,35000,7674.13,0,0,0,8306.32,0,1,0,0
6000,6000,5950,36,5.99,182.51,A2,1,RENT,51000,1,n,car,14.45,0,1,,11,0,53,0.2,34,0,0,6450.21,6396.46,6000,450.21,0,0,0,2984.05,0,1,0,0
2500,2500,2500,36,7.49,77.76,A4,0,RENT,119004,0,n,other,10.68,0,0,,9,0,12345,64.3,14,0,0,2601,2601,2500,101,0,0,0,2137.46,0,1,0,0
18000,18000,17975,60,16.49,442.43,D3,5,RENT,103000,1,n,moving,24.24,0,3,,11,0,35385,75.8,35,0,0,2204,2200.95,998.88,1205.12,0,0,0,442.43,0,1,0,1
24000,24000,24000,36,7.49,746.44,A4,0,MORTGAGE,85000,1,n,other,8.16,0,0,33,7,0,7980,50.5,30,0,0,26869.44792,26869.45,24000,2869.45,0,0,0,762.61,0,1,0,0
25000,16375,16125,60,10.59,352.7,B2,7,MORTGAGE,88000,1,n,debt_consolidation,19.01,0,0,54,12,0,8935,22.6,30,0,0,20697.09377,20380.97,16375,4322.09,0,0,0,6272.64,0,1,0,0
30000,30000,30000,36,15.62,1049.1,D1,11,MORTGAGE,200000,1,n,credit_card,17.3,1,0,20,18,0,115901,74.2,39,0,0,37759.45155,37759.45,30000,7759.45,0,0,0,1072.85,0,1,0,0
4200,4200,4075,36,12.99,141.5,C1,11,OWN,35000,0,n,medical,21.6,0,0,,11,1,13117,89.8,17,0,0,4873.89,4728.85,4200,673.89,0,0,0,2332.15,0,1,0,0
8600,8600,8600,60,15.99,209.09,D2,6,MORTGAGE,42100,1,n,small_business,20.52,0,2,,8,0,13205,79.1,21,1781.31,1781.31,10666.12,10666.12,6818.69,3832.43,15,0,0,627.27,0,1,0,0
3200,3200,3200,36,8.49,101.01,A5,3,OWN,50000,0,n,credit_card,24.53,0,2,42,21,0,7775,27.1,45,0,0,3448.42,3448.42,3200,248.42,0,0,0,2245.52,0,1,0,0
14600,14600,14525,60,21.36,397.95,F4,6,RENT,61200,0,n,debt_consolidation,8.33,0,0,34,3,0,12165,94.3,19,2953.92,2938.72,20679.53,20573.35,11646.08,9033.45,0,0,0,397.95,0,1,0,0
4600,4600,4600,36,14.79,158.99,C4,0,RENT,30000,1,n,debt_consolidation,18.44,1,1,7,14,0,15543,50.7,24,0,0,5720.513575,5720.51,4600,1120.51,0,0,0,168.91,0,1,0,0
6225,6225,6225,36,10.99,203.77,B3,2,RENT,63250,0,n,debt_consolidation,10.19,0,0,,9,0,11417,83.5,13,0,0,7144.77,7144.77,6225,919.77,0,0,0,2890.6,0,1,0,0
35000,35000,34975,36,11.49,1154,B4,3,RENT,165000,1,n,debt_consolidation,16.12,0,0,,12,0,87308,67.2,39,0,0,41537.07984,41507.43,35000,6537.08,0,0,0,1182.75,0,1,0,0
10000,10000,10000,36,12.99,336.9,C1,5,RENT,42000,0,n,debt_consolidation,22.6,0,1,35,10,0,11589,61.8,25,0,0,12124.22741,12124.23,10000,2124.23,0,0,0,351,0,1,0,0
20000,14850,14846.64263,60,18.39,380.26,E2,11,MORTGAGE,117000,1,n,debt_consolidation,21.24,0,0,66,8,0,62785,93.1,20,0,0,21745.97718,21738.3,14850,6895.98,0,0,0,6918.45,0,1,0,0
20000,20000,19975,36,11.99,664.2,B5,7,RENT,65004,1,n,debt_consolidation,13.81,0,0,,6,0,10649,88,20,0,0,23250.79,23221.72,20000,3250.79,0,0,0,9305.71,0,1,0,0
25600,25600,25600,36,5.99,778.69,A2,11,MORTGAGE,192000,1,n,debt_consolidation,4.18,0,0,,13,0,12153,18.6,44,0,0,28032.30898,28032.31,25600,2432.31,0,0,0,781.64,0,1,0,0
16800,16800,16800,36,5.42,506.69,A1,1,MORTGAGE,115000,1,n,major_purchase,4.98,0,1,,17,0,67820,34.4,33,0,0,17321.75,17321.75,16800,521.75,0,0,0,8276.13,0,1,0,0
15000,15000,15000,60,11.99,333.6,B5,8,MORTGAGE,88712,1,n,credit_card,7.97,0,0,,11,0,21212,41.1,29,0,0,18521.03,18521.03,15000,3521.03,0,0,0,9205.8,0,1,0,0
20000,20000,19950,36,6.99,617.46,A3,5,RENT,162000,1,n,debt_consolidation,12.81,0,0,,15,0,28607,47.6,40,0,0,20448.3,20397.18,20000,448.3,0,0,0,18598.85,0,1,0,0
20000,20000,19975,60,20.25,532.67,F1,4,MORTGAGE,120000,1,n,debt_consolidation,16.26,1,3,11,13,0,13315,34.7,37,3981.16,3976.13,27642,27607.55,16018.84,11623.16,0,0,0,532.67,0,1,0,0
10000,10000,10000,36,8.49,315.63,A5,11,RENT,35000,0,n,credit_card,20.88,0,2,,4,0,5864,83.8,24,0,0,10767.01,10767.01,10000,767.01,0,0,0,6646.33,0,1,0,0
14000,14000,14000,60,20.99,378.67,F3,3,RENT,90000,0,n,other,20.29,2,2,6,30,0,16491,20.9,63,0,0,17606.4,17606.4,14000,3606.4,0,0,0,11939.85,0,1,0,0
4800,4800,4775,36,8.49,151.51,A5,0,RENT,33600,1,n,debt_consolidation,9,0,0,,10,0,6320,55.4,16,0,0,5433.937146,5405.65,4800,633.94,0,0,0,918.8,0,1,0,0
20000,20000,19975,60,16.89,495.87,D4,4,MORTGAGE,45000,1,n,debt_consolidation,17.07,0,0,,11,0,19959,68.4,28,0,0,28847.49776,28811.5,20000,8847.5,0,0,0,7646.31,0,1,0,0
8000,8000,7975,36,9.99,258.1,B1,4,MORTGAGE,100000,0,n,moving,13.22,0,0,48,12,0,11772,85,30,0,0,9229.16,9200.33,8000,1229.16,0,0,0,2035.75,0,1,0,0
25000,25000,24975,60,17.99,634.7,E1,0,MORTGAGE,102000,1,n,debt_consolidation,20.69,0,2,,10,0,96652,43.9,29,0,0,4433.03,4428.62,1899.03,2534,0,0,0,634.7,0,1,0,1
16000,16000,15975,36,11.99,531.36,B5,2,RENT,96000,1,n,debt_consolidation,7.16,0,0,29,6,0,1498,30,15,0,0,18507.68,18478.76,16000,2507.68,0,0,0,7682.71,0,1,0,0
12000,12000,11975,36,5.99,365.01,A2,3,MORTGAGE,77000,1,n,home_improvement,8.79,0,1,,9,0,710,3,31,0,0,13112.9437,13085.63,12000,1112.94,0,0,0,2166.12,0,1,0,0
3000,3000,2975,36,7.49,93.31,A4,11,MORTGAGE,110400,0,n,car,19.16,0,0,,14,0,21979,83.6,41,0,0,3356.381114,3328.42,3000,356.38,0,0,0,110.83,0,1,0,0
7500,7500,7500,36,9.99,241.97,B1,8,RENT,30000,1,n,debt_consolidation,22.64,0,0,28,11,0,5742,45.6,30,0,0,964.48,964.48,724.59,239.89,0,0,0,241.97,0,1,0,1
4800,4800,4700,36,11.99,159.41,B5,1,RENT,29534,1,n,car,13.77,0,0,,4,0,1235,33.4,7,0,0,5558.23,5442.43,4800,758.23,0,0,0,2371.37,0,1,0,0
15000,15000,14925,36,11.49,494.57,B4,11,RENT,121000,1,n,debt_consolidation,4.33,0,0,,8,0,8816,76.7,10,0,0,17263.23,17176.95,15000,2263.23,0,0,0,7386.85,0,1,0,0
10000,10000,9975,60,11.49,219.88,B4,2,RENT,60000,1,n,debt_consolidation,25.34,0,0,28,6,0,3616,37.3,7,1737.29,1732.89,11353.43,11325.13,8262.72,3090.71,0,0,0,219.88,0,1,0,0
1850,1850,1850,36,11.99,61.44,B5,0,RENT,42000,1,n,credit_card,18.31,0,2,,19,0,4543,92.7,28,0,0,1985.54,1985.54,1850,135.54,0,0,0,1552.43,0,1,0,0
30000,19700,19175,60,10.99,428.23,B3,11,RENT,165000,1,n,credit_card,15.48,0,0,,13,0,23672,41.2,46,0,0,21238.57,20672.55,19700,1538.57,0,0,0,17822.54,0,1,0,0
6625,6625,6625,36,15.23,230.41,C5,11,MORTGAGE,40269,0,n,other,20.17,2,3,23,16,0,12615,83,53,0,0,8287.822988,8287.82,6625,1662.82,0,0,0,251.6,0,1,0,0
6000,6000,5950,36,5.42,180.96,A1,5,MORTGAGE,32000,1,n,debt_consolidation,0.75,1,0,23,6,0,1281,26.1,13,0,0,6513.025836,6458.76,6000,513.03,0,0,0,195.38,0,1,0,0
15000,15000,14600,60,8.49,307.68,A5,11,MORTGAGE,48000,1,n,debt_consolidation,13.35,0,0,,9,0,99,0.1,17,0,0,17331.07,16868.93,15000,2331.07,0,0,0,9343.38,0,1,0,0
8000,8000,7975,36,5.99,243.34,A2,0,RENT,75000,1,n,other,3.39,0,0,,6,0,558,2,8,0,0,8226.84,8201.13,8000,226.84,0,0,0,1524.15,0,1,0,0
35000,27125,27100,60,16.49,666.72,D3,3,RENT,98000,1,n,debt_consolidation,20.49,0,0,,10,0,30199,59.9,32,5047.74,5043.05,34613.47,34581.65,22077.26,12536.21,0,0,0,666.72,0,1,0,0
20000,20000,19975,60,15.23,478.22,C5,11,MORTGAGE,60000,1,n,debt_consolidation,16.5,0,2,,13,0,28929,73.4,42,0,0,4455.46,4449.92,1863.19,1959.7,0,632.57,7.31,27.92,0,1,0,1
3000,3000,2750,60,8.49,61.54,A5,11,MORTGAGE,52800,0,n,car,26.09,0,0,82,8,0,3810,69.3,15,0,0,3627.59126,3325.2,3000,627.59,0,0,0,1049.87,0,1,0,0
6400,6400,6400,36,9.99,206.48,B1,11,RENT,33000,1,n,debt_consolidation,16.11,0,1,,16,0,6696,18,23,0,0,7429.026581,7429.03,6400,1029.03,0,0,0,228.04,0,1,0,0
19000,12250,12250,60,10.99,266.29,B3,11,MORTGAGE,75000,0,n,credit_card,14.83,0,0,,7,0,39025,64.8,28,0,0,8956.08,8956.08,5279.23,2688.88,0,987.97,9.673800004,266.29,0,1,0,1
33950,21850,21825,60,9.99,464.15,B1,n/a,MORTGAGE,50000,1,n,debt_consolidation,16.56,0,0,,8,0,11910,42.4,21,0,0,26849.77956,26819.07,21850,4999.78,0,0,0,10147.63,0,1,0,0
8000,8000,8000,36,10.59,260.36,B2,3,MORTGAGE,102500,0,n,debt_consolidation,13.08,0,0,69,9,0,5441,30.9,20,0,0,8919.48,8919.48,8000,919.48,0,0,0,269.04,0,1,0,0
7000,7000,7000,60,15.23,167.38,C5,2,MORTGAGE,65000,1,n,debt_consolidation,2.82,1,1,7,6,0,2130,36.7,21,0,0,8694.34,8694.34,7000,1694.34,0,0,0,5201.47,0,1,0,0
10000,10000,9975,60,16.49,245.8,D3,7,MORTGAGE,100008,1,n,debt_consolidation,9.64,2,1,9,10,0,10078,84.9,29,0,0,11063.79,11036.14,10000,1063.79,0,0,0,79.11,0,1,0,0
12000,12000,12000,60,9.99,254.91,B1,11,MORTGAGE,71000,1,n,home_improvement,23.78,0,1,,17,0,16191,19.4,31,0,0,14548.39825,14548.4,12000,2548.4,0,0,0,6405.49,0,1,0,0
7000,7000,6975,36,10.59,227.82,B2,2,RENT,52000,0,n,debt_consolidation,7.71,0,1,45,5,0,6680,33.9,13,0,0,7238.15,7212.3,7000,238.15,0,0,0,6557.88,0,1,0,0
3000,3000,3000,36,11.49,98.92,B4,11,RENT,42000,0,n,debt_consolidation,12.26,0,1,,6,0,5278,66.8,12,0,0,2366.16,2366.16,1877.61,488.55,0,0,0,98.92,0,1,0,1
25975,25975,25950,36,16.89,924.66,D4,5,MORTGAGE,80000,1,n,credit_card,21.58,0,1,,24,0,57287,85.2,60,0,0,33272.61606,33240.65,25975,7297.62,0,0,0,967.52,0,1,0,0
2400,2400,2400,36,13.49,81.44,C2,1,RENT,50000,0,n,debt_consolidation,7.13,0,0,25,6,0,949,66.1,11,0,0,2929.108904,2929.11,2400,529.11,0,0,0,90.02,0,1,0,0
4600,4600,4600,36,11.49,151.67,B4,6,RENT,50000,1,n,credit_card,21.79,0,0,,7,0,5409,75.1,13,0,0,5457.427253,5457.43,4600,857.43,0,0,0,162.9,0,1,0,0
6000,6000,6000,36,7.49,186.61,A4,2,MORTGAGE,72000,0,n,other,23.33,0,0,,10,0,31516,66.8,21,0,0,6691.650255,6691.65,6000,691.65,0,0,0,1297.65,0,1,0,0
14400,14400,14400,36,17.99,520.53,E1,1,RENT,74000,0,n,credit_card,12.23,0,1,50,7,0,19056,96.7,12,0,0,18685.5428,18685.54,14400,4285.54,0,0,0,418.95,0,1,0,0
6000,6000,6000,36,11.99,199.26,B5,1,RENT,24000,0,n,credit_card,5.95,0,0,,3,0,5757,95.9,8,0,0,7107.82,7107.82,6000,1107.82,0,0,0,932.27,0,1,0,0
9800,9800,9775,36,5.99,298.1,A2,3,MORTGAGE,80000,0,n,debt_consolidation,14.44,0,0,,5,0,11466,34.6,18,0,0,10618.23,10591.14,9800,818.23,0,0,0,3764.6,0,1,0,0
13250,9125,9100,60,11.49,200.64,B4,11,MORTGAGE,36000,1,n,credit_card,25.53,0,0,,14,0,27349,68.4,34,0,0,2206.86,2200.85,1292.1,914.76,0,0,0,25.74,0,1,0,1
17000,17000,17000,60,10.59,366.16,B2,0,RENT,83500,1,n,debt_consolidation,15.56,0,0,,11,0,4465,42.5,18,0,0,19507.22,19507.22,17000,2507.22,0,0,0,12916.94,0,1,0,0
2400,2400,2400,36,10.59,78.11,B2,0,OWN,19200,1,n,major_purchase,0.63,0,0,,3,0,174,8.7,4,0,0,2421.66,2421.66,2400,21.66,0,0,0,2422.21,0,1,0,0
12000,12000,12000,36,11.49,395.66,B4,5,MORTGAGE,108000,0,n,credit_card,15.81,0,1,,11,1,23103,66,16,0,0,11173.9,11173.9,8585.02,2117.05,0,471.83,4.718300004,44.4,0,1,0,1
30000,30000,30000,36,17.99,1084.43,E1,4,MORTGAGE,124000,1,n,debt_consolidation,19.95,0,0,,16,1,31595,85.9,41,0,0,39026.98465,39026.98,30000,9026.98,0,0,0,1112.78,0,1,0,0
6000,6000,5875,36,13.49,203.59,C2,4,OWN,50460.8,0,n,debt_consolidation,22.45,0,1,,5,0,3838,42.6,8,0,0,6749.22,6608.58,6000,749.22,0,0,0,4319.51,0,1,0,0
17850,17850,17850,36,11.99,592.8,B5,1,MORTGAGE,100280,1,n,debt_consolidation,16.23,0,0,50,18,0,28640,48,34,0,0,21339.98384,21339.98,17850,3489.98,0,0,0,594.01,0,1,0,0
13500,13500,13475,60,18.39,345.69,E2,3,MORTGAGE,66000,1,n,debt_consolidation,18.89,0,1,52,7,0,1498,33.3,13,0,0,606.42,605.3,0,0,0,606.42,5.78,0,0,1,0,1
14000,10850,10700,60,9.99,230.48,B1,11,MORTGAGE,72000,0,n,debt_consolidation,9.42,0,3,,10,0,8802,29.9,18,0,0,13115.44098,12934.12,10850,2265.44,0,0,0,5982.88,0,1,0,0
25000,25000,24850,36,12.99,842.23,C1,11,MORTGAGE,150000,1,n,credit_card,9.82,1,0,11,7,0,34064,18.8,24,0,0,28376.22,28206,25000,3376.22,0,0,0,16594.23,0,1,0,0
5600,5600,5600,60,19.69,147.41,E5,3,RENT,35000,1,n,wedding,0,0,1,36,2,0,0,0,15,0,0,8760.659995,8760.66,5600,3160.66,0,0,0,1390.16,0,1,0,0
4000,4000,4000,36,10.59,130.18,B2,6,RENT,28550,0,n,debt_consolidation,17.86,0,1,38,6,0,3968,76.3,18,0,0,4673.513924,4673.51,4000,673.51,0,0,0,647.5,0,1,0,0
12000,12000,12000,60,15.99,291.76,D2,2,MORTGAGE,78000,1,n,debt_consolidation,17.48,0,1,,12,0,18866,51.3,18,0,0,13076.51,13076.51,12000,1076.51,0,0,0,11339.86,0,1,0,0
25000,25000,24975,36,6.99,771.82,A3,11,MORTGAGE,69000,1,n,credit_card,16.89,0,0,,7,0,17686,48.7,36,0,0,27784.17643,27756.4,25000,2784.18,0,0,0,779.47,0,1,0,0
17875,17875,17875,36,6.99,551.85,A3,11,OWN,30000,0,n,debt_consolidation,20.32,0,0,,6,0,10722,23.2,15,0,0,19865.4901,19865.49,17875,1990.49,0,0,0,558.86,0,1,0,0
20000,14400,14400,60,11.49,316.63,B4,6,RENT,85000,1,n,debt_consolidation,20.94,0,0,,10,0,8656,31.2,35,0,0,9913.96,9913.96,4760.77,2838.17,0,2315.02,416.7036,57.84,0,1,0,1
18000,18000,18000,36,9.99,580.73,B1,0,RENT,66000,0,n,credit_card,21.67,0,3,,12,0,23784,59.9,16,0,0,20295.2,20295.2,18000,2295.2,0,0,0,2555.84,0,1,0,0
3000,3000,3000,36,8.49,94.69,A5,11,MORTGAGE,110000,1,n,other,16.31,0,0,67,20,0,11537,37.8,36,0,0,3339.12,3339.12,3000,339.12,0,0,0,1366.94,0,1,0,0
2500,2500,2500,36,6.99,77.19,A3,4,MORTGAGE,110000,0,n,medical,8.28,0,0,70,10,0,89,0.3,39,0,0,2520,2520,2500,20,0,0,0,943.58,0,1,0,0
22000,14800,14775,60,13.49,340.47,C2,0,MORTGAGE,84400,1,n,debt_consolidation,21.31,0,0,79,15,0,9004,84.1,25,0,0,19527.3927,19494.45,14800,4727.39,0,0,0,6961.65,0,1,0,0
12000,12000,11925,36,5.99,365.01,A2,8,MORTGAGE,198000,1,n,debt_consolidation,9.24,0,0,42,9,0,53314,19.8,31,0,0,13140.07703,13057.95,12000,1140.08,0,0,0,367.05,0,1,0,0
30000,30000,29975,60,19.69,789.66,E5,11,MORTGAGE,129000,1,n,debt_consolidation,15.15,0,0,51,11,0,38900,81.8,31,0,0,39160.05,39127.47,30000,9160.05,0,0,0,23443.84,0,1,0,0
30000,20350,20350,60,18.79,525.55,E3,5,MORTGAGE,150000,1,n,debt_consolidation,2.62,1,1,20,9,0,12575,60.2,29,0,0,28689.90647,28689.91,20350,8339.91,0,0,0,7880.95,0,1,0,0
6000,6000,6000,36,11.99,199.26,B5,11,MORTGAGE,75000,0,n,debt_consolidation,20.53,0,1,,9,1,3592,71.8,34,0,0,6820.51,6820.51,6000,820.51,0,0,0,3633.86,0,1,0,0
10000,10000,9975,36,12.99,336.9,C1,3,MORTGAGE,65000,1,n,house,21.97,1,1,6,19,0,49625,57.2,27,0,0,12026.81,11996.75,10000,2026.81,0,0,0,2606.59,0,1,0,0
8300,8300,8275,36,10.99,271.7,B3,11,RENT,45020,0,n,debt_consolidation,13.94,0,0,29,12,0,12035,51.9,25,0,0,9750.303116,9720.96,8300,1450.3,0,0,0,1361.82,0,1,0,0
19000,19000,19000,60,16.49,467.01,D3,6,MORTGAGE,73000,1,n,credit_card,13.25,1,1,20,15,0,18727,50.3,37,3540.17,3540.17,24271.04,24271.04,15459.84,8787.85,23.35,0,0,957.37,0,1,0,0
25000,22000,22000,60,15.99,534.89,D2,4,RENT,58295,1,n,wedding,14.68,0,1,,6,0,8815,58.4,14,0,0,27436.42,27436.42,22000,5436.42,0,0,0,3263.12,0,1,0,0
25000,17050,17025,60,14.79,403.75,C4,0,MORTGAGE,108000,1,n,debt_consolidation,20.62,0,3,,13,0,10572,34.2,39,0,0,4890.78,4883.62,2043.17,1986.63,0,860.98,8.25,403.75,0,1,0,1
18000,17450,17450,60,16.49,428.91,D3,8,MORTGAGE,150000,1,n,medical,16.82,0,1,39,13,1,4648,41.5,28,3252.33,3252.33,22258.37,22258.37,14197.67,8060.7,0,0,0,428.91,0,1,0,0
